,Количество комнат,Площадь,Этаж,Адрес,Цена в usd,Цена в kgs
907,1.0,44.7,11.0,"Бишкек,Горького-Алма-Атинская,Горького-7-апреля",44000.0,3780480.0
908,3.0,90.0,11.0,"Бишкек,VEFA,радищева7/горького",134000.0,11513280.0
909,1.0,49.0,10.0,"Бишкек,Баха",93000.0,7990560.0
910,2.0,56.26,11.0,"Бишкек,Старыйаэропорт,АжыбекБаатыра/ШотаРуставели",50634.0,4350473.0
911,2.0,100.0,11.0,"Бишкек,Советская-Скрябина,Абая/Ахунбаева",119000.0,10224480.0
912,1.0,42.0,1.0,"Бишкек,Кок-Жарж/м,мкр.КокЖар",60000.0,5155200.0
913,3.0,102.57,12.0,"Бишкек,Пишпекж/м",92313.0,7931533.0
914,3.0,125.0,11.0,"Бишкек,Магистраль,Сухэ-Батора/Токомбаева",205000.0,17613600.0
915,1.0,50.0,12.0,"Бишкек,Советская-Скрябина,Медерова44/2/Жукеева-Пудовкина",62500.0,5370000.0
916,2.0,80.0,6.0,"Бишкек,Магистраль,СухэБатораиТокомбаева",90900.0,7810128.0
917,1.0,35.0,2.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",61000.0,5241120.0
918,1.0,33.0,5.0,"Бишкек,Магистраль,СухеБатора/ЮжнаяМагистраль",59400.0,5103648.0
919,3.0,58.0,5.0,"Бишкек,Баха,Джал,ул.Курчатова81",82000.0,7045440.0
920,2.0,56.26,11.0,"Бишкек,Восток-5м-н",50634.0,4350473.0
921,2.0,100.0,11.0,"Бишкек,Магистраль,БайтикБаатыра/Токомбаева",119000.0,10224480.0
922,1.0,42.0,1.0,"Бишкек,Магистраль,СухеБатора/ЮжнаяМагистраль",60000.0,5155200.0
923,3.0,102.57,12.0,"Бишкек,Асанбайм-н,Токомбаева/Куттубаева",92313.0,7931533.0
924,3.0,125.0,11.0,"Бишкек,МолодаяГвардия,Фрунзе/бул.МолодойГвардии",205000.0,17613600.0
925,1.0,50.0,12.0,"Бишкек,Восток-5м-н",62500.0,5370000.0
926,2.0,80.0,6.0,"Бишкек,Московская-Уметалиева,Боконбаева-Уметалиева8",90900.0,7810128.0
927,1.0,35.0,2.0,"Бишкек,с.Кок-Джар,с.Кок-Жар,ул.КонурОсмона",61000.0,5241120.0
928,1.0,33.0,5.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",59400.0,5103648.0
929,3.0,58.0,5.0,"Бишкек,Кок-Жарж/м,Куйручук",82000.0,7045440.0
930,2.0,68.0,3.0,"Бишкек,Дворецспорта,Абдумомунова244",101257.0,8700000.0
931,1.0,45.4,14.0,"Бишкек,Арча-Бешикж/м,Баха/ЮжнаяМагистраль",55000.0,4725600.0
932,1.0,41.0,14.0,"Бишкек,АУЦА",42500.0,3651600.0
933,2.0,58.0,7.0,"Бишкек,Магистраль,ул.Куттубаева,15",82000.0,7045440.0
934,1.0,44.0,7.0,"Бишкек,Горького-Алма-Атинская,Горького-7-апреля",66000.0,5670720.0
935,3.0,115.0,12.0,"Бишкек,Магистраль,СухеБатора/ЮжнаяМагистраль",98000.0,8420160.0
936,2.0,46.0,1.0,"Бишкек,Магистраль,ул.Токомбаева/Куттубаева",59000.0,5069280.0
937,1.0,45.39,14.0,"Бишкек,9м-н",53500.0,4596720.0
938,1.0,48.0,16.0,"Бишкек,Магистраль,Токомбаева27/4,27/5",36000.0,3093120.0
939,3.0,99.6,3.0,"Бишкек,Джальскаябольница,Тыналиева2/22",135000.0,11599200.0
940,3.0,93.0,7.0,"Бишкек,7м-н",159000.0,13661280.0
941,4.0,81.8,4.0,"Бишкек,Моссовет,Ибраимова57/Московской",119990.0,10309541.0
942,3.0,121.0,5.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",172000.0,14778240.0
943,4.0,145.0,3.0,"Бишкек,12м-н",205000.0,17613600.0
944,2.0,70.0,6.0,"Бишкек,Асанбайм-н,Куттубаева/Токомбаева",119000.0,10224480.0
945,3.0,152.0,13.0,"Бишкек,Политех,г.Бишкек,ул.Целинная21(районПолитех)",220000.0,18902400.0
946,1.0,43.0,11.0,"Бишкек,Джал-23м-н(НижнийДжал)",68000.0,5842560.0
947,3.0,120.0,1.0,"Бишкек,Магистраль,пр.Ч.Айтматова82/2",138000.0,11856960.0
948,3.0,132.0,13.0,"Бишкек,Магистраль,Куттубаева/Южн.Магистраль",165000.0,14176800.0
949,4.0,120.0,8.0,"Бишкек,Политех,Ахунбаева/ШотаРуставели",245000.0,21050400.0
950,2.0,78.0,15.0,"Бишкек,Асанбайм-н",113100.0,9717552.0
951,2.0,103.0,8.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",108150.0,9292248.0
952,4.0,164.0,4.0,"Бишкек,Улан-2м-н,мкрУлан-2",320000.0,27494400.0
953,4.0,164.0,4.0,"Бишкек,Магистраль,Куттубаева/ЮжнаяМагистраль",320000.0,27494400.0
954,3.0,122.0,4.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",131760.0,11320819.0
955,2.0,80.0,5.0,"Бишкек,Джальскаябольница,ул.Айни95",127000.0,10911840.0
956,3.0,87.0,2.0,"Иссык-Кульскаяобласть,с.Корумду(Иссык-Кульскийр-н)",140000.0,12028800.0
957,2.0,49.0,3.0,"Бишкек,Ак-Оргож/м,Ашар39/Ахунбаева",79000.0,6787680.0
958,2.0,44.0,8.0,"Бишкек,Магистраль,Б.Баатыра/А.Токомбаева",77000.0,6615840.0
959,4.0,157.0,10.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",164693.0,14150423.0
960,2.0,65.0,12.0,"Бишкек,Советская-Скрябина,Абая/Ахунбаева",72000.0,6186240.0
961,3.0,144.0,8.0,"Бишкек,Советская-Скрябина,Абая/Ахунбаева",115200.0,9897984.0
962,2.0,78.0,8.0,"Бишкек,Магистраль",111000.0,9537120.0
963,2.0,103.0,10.0,"Бишкек,Магистраль,Куттубаева/Южн.Магистраль",113300.0,9734736.0
964,2.0,68.0,13.0,"Бишкек,АЮGrand,ул.Анкар1/19",74120.0,6368390.0
965,3.0,126.0,9.0,"Бишкек,Кок-Жарж/м,алмаатинка/магистраль",207900.0,17862768.0
966,1.0,45.0,15.0,"Бишкек,Магистраль,пр.Ч.Айтматова",50500.0,4338960.0
967,1.0,47.0,8.0,"Бишкек,Советская-Скрябина,Абая/Ахунбаева",61500.0,5284080.0
968,3.0,152.0,3.0,"Иссык-Кульскаяобласть,с.Корумду(Иссык-Кульскийр-н)",243200.0,20895744.0
969,2.0,57.0,9.0,"Бишкек,Горького-Алма-Атинская,Горького1Б/1",117000.0,10052640.0
971,2.0,78.0,1.0,"Бишкек,Магистраль,Токомбаева-Сухэ-батора",140000.0,12028800.0
972,4.0,181.0,9.0,"Бишкек,Асанбайм-н2",217200.0,18661824.0
973,2.0,103.0,8.0,"Бишкек,7м-н",103000.0,8849760.0
974,3.0,107.0,8.0,"Бишкек,8м-н",112350.0,9653112.0
975,2.0,68.0,6.0,"Бишкек,Магистраль,пр.Ч.Айтматова",88000.0,7560960.0
976,2.0,73.0,4.0,"Бишкек,9м-н",69000.0,5928480.0
977,2.0,50.0,5.0,"Бишкек,Магистраль,пр.Ч.Айтматова",62000.0,5327040.0
978,2.0,56.29,4.0,"Бишкек,Космос",69500.0,5971440.0
979,1.0,37.0,8.0,"Бишкек,Мед.академия,Абая7а/1",53000.0,4553760.0
980,3.0,70.0,5.0,"Бишкек,АЮGrand,ул.Анкар1/19",93000.0,7990560.0
981,2.0,70.0,4.0,"Бишкек,Магистраль,Куттубаева/ЮжнаяМагистраль",93000.0,7990560.0
982,2.0,50.0,5.0,"Бишкек,с.Селекционное,Достук8а",79000.0,6787680.0
983,3.0,105.0,10.0,"Бишкек,АЮGrand,ул.Анкара1/31",175000.0,15036000.0
984,3.0,100.0,10.0,"Бишкек,Магистраль,Куттубаева/Южн.Магистраль",127000.0,10911840.0
985,2.0,50.0,5.0,"Бишкек,Магистраль",69000.0,5928480.0
986,2.0,72.0,2.0,"Бишкек,VEFA,Кулатова/Элебаева",95000.0,8162400.0
987,2.0,72.0,2.0,"Бишкек,с.Селекционное,Муромская29/Кипкалова",95000.0,8162400.0
988,2.0,46.0,5.0,"Бишкек,АЮGrand,ул.Анкар1/19",64000.0,5498880.0
989,4.0,145.0,5.0,"Бишкек,АЮGrand,ул.Анкар1/19",220000.0,18902400.0
990,2.0,72.0,2.0,"Бишкек,Джал-29м-н,Садырбаева258а",95000.0,8162400.0
991,2.0,72.0,2.0,"Бишкек,Магистраль,Куттубаева/Южн.Магистраль",95000.0,8162400.0
992,2.0,46.0,5.0,"Бишкек,Магистраль,Куттубаева/ЮжнаяМагистраль",64000.0,5498880.0
993,4.0,145.0,5.0,"Бишкек,Магистраль,Куттубаева/ЮжнаяМагистраль",220000.0,18902400.0
994,3.0,100.0,8.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",150000.0,12888000.0
995,2.0,98.0,6.0,"Бишкек,ДенСяопина-Фучика,Кенсуйская17/1",98600.0,8471712.0
996,4.0,158.0,8.0,"Бишкек,Магистраль,ул.Куттубаева,15",237000.0,20363040.0
997,2.0,65.53,5.0,"Бишкек,Магистраль,Куттубаева/Южн.Магистраль",79000.0,6787680.0
998,2.0,66.0,3.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",83000.0,7131360.0
999,2.0,80.0,5.0,"Бишкек,Тунгучм-н,мкр.Тунгуч,Анкара",135000.0,11599200.0
